et2_revenue,et2_tollprice,et3_revenue,et4_tollprice,et1_tollprice,et1_revenue,et3_tollprice,et4_revenue
621.9344394981789,16,294.3909348441925,0,12,282.774585188183,12,0.0
574.2209631728047,14,384.3626062322943,6,18,296.85795224605437,16,274.18858761634965
86.30513961958721,2,357.7337110481587,8,6,164.54229057061923,14,333.9862403885067
462.46863617968444,12,225.26912181303118,2,6,178.38284095507893,8,96.91622824767293
171.31525698097937,4,162.83286118980175,0,10,235.85592877377582,6,0.0
533.8810198300283,14,241.13314447592046,6,10,259.32820720356125,8,247.9643868878997
612.998785916633,16,353.76770538243625,4,10,258.4378794010522,14,190.6596519627682
85.96519627681101,2,397.39376770538246,14,8,204.06960744637797,14,436.14730878186964
91.7927964386888,2,289.2917847025498,4,18,252.93241602590075,12,193.97814649939286
381.4245244840145,10,393.42776203965997,10,0,0.0,14,370.70012140833654
87.1792796438689,2,355.75070821529755,8,8,201.64144071226218,14,334.7956292998786
395.4269526507487,10,302.8895184135977,2,4,124.91460946985023,12,101.08458114123836
0.0,0,333.4844192634561,0,6,157.7919870497774,18,0.0
94.36665317685149,2,356.43059490085017,4,20,228.16673411574277,18,206.28085795224607
84.23310400647509,2,532.5779036827192,18,2,63.88344799676244,20,480.48563334682376
316.1473087818696,8,125.43909348441923,4,6,175.44475920679884,4,173.257790368272
635.6616754350467,16,283.28611898016993,6,20,302.7114528530959,10,255.7345204370697
0.0,0,478.7535410764873,14,8,197.17361392148928,20,480.6232294617569
235.31363820315664,6,0.0,10,6,176.3431808984217,0,308.37717523269936
524.8158640226626,14,66.62889518413598,4,10,262.5657628490489,2,167.6730068798058
81.40024281667343,2,335.69405099150146,18,2,65.29987859166329,10,391.2505058680697
520.2832861189803,14,139.60339943342774,10,10,264.1845406717928,4,322.1367867260219
239.5386483205179,6,0.0,16,12,276.46135167948194,0,327.1226224200734
349.0408741400243,8,252.12464589235134,2,20,263.6989073249697,10,101.12505058680695
478.78591663294213,12,254.95750708215297,0,10,250.50586806960752,10,0.0
435.95305544314067,12,0.0,4,2,69.67057871307165,0,162.89761230271148
661.6511533791987,18,147.5354107648725,14,18,335.1744233104006,4,351.1614730878181
336.7381626871711,8,392.9745042492916,20,20,279.0772966410361,12,389.3160663698907
696.4710643464185,18,470.4815864022665,16,20,313.07163091865624,16,441.0845811412386
571.9465803318494,16,254.73087818696888,8,4,132.50667745851888,8,298.0493727235937
388.46620801294995,10,0.0,18,16,313.22703358963975,0,300.1942533387299
467.32496964791585,12,471.161473087819,12,6,177.16875758802107,18,427.0659651962771
530.7082152974504,14,381.52974504249295,8,6,180.27681100768925,14,324.27357345204376
90.96721974908944,2,168.78186968838534,4,20,245.16390125455302,6,182.48482395791163
597.1995143666531,16,272.86118980169977,14,14,312.7252124645893,8,378.92351274787507
664.7106434641845,18,136.20396600566573,8,16,328.5730473492513,4,285.42290570619184
80.52610279239174,2,0.0,4,0,0.0,0,166.53986240388502
0.0,0,236.60056657223797,8,4,118.5204370700121,8,310.9995953055442
0.0,0,173.0311614730878,4,6,164.10522055847838,6,180.46135167948208
648.3933630109267,18,129.97167138810198,4,10,269.8907324969648,4,170.02023472278424
181.86968838526911,4,399.7733711048161,8,18,256.79320113314463,18,353.0878186968837
635.0141643059488,16,399.3767705382436,12,20,303.11614730878193,14,406.9121813031171
338.48644273573444,8,387.47875354107657,12,16,285.51355726426544,14,414.19668150546414
86.90408741400242,2,361.52974504249295,2,2,62.547956292998805,18,108.4500202347228
476.0663698907325,12,65.21246458923514,4,16,306.6224200728451,2,169.69647915823543
635.1355726426546,18,0.0,10,12,304.2881424524483,0,299.2715499797651
342.565762849049,8,291.78470254957506,10,20,271.7927964386888,10,363.0109267503034
246.92027519222984,6,352.1813031161473,12,8,211.38648320517999,12,399.87049777418093
243.95791177660868,6,135.07082152974505,10,10,246.70174018615938,4,330.230675839741
0.0,0,133.93767705382433,12,16,268.87252124645886,4,364.41926345609005
653.2011331444759,18,453.314447592068,8,4,131.42209631728045,18,336.0906515580737
0.0,0,205.3257790368271,16,14,267.1728045325778,6,386.04613516794643
491.80089032780245,12,354.90084985835733,2,12,270.0995548360988,16,105.45528126264671
570.3682719546742,14,467.42209631728076,10,16,298.0752731687578,20,404.4921084581141
501.125050586807,12,316.4872521246462,6,20,282.39579117766084,12,264.11169566976935
436.43868878996363,12,208.72521246458925,12,2,69.63010926750304,6,353.2496964791578
671.849453662485,18,272.86118980169977,14,18,330.0752731687577,8,378.9235127478753
725.2934034803723,20,313.0311614730877,10,14,320.14730878186964,10,347.83488466208007
501.01983002832867,14,126.57223796033998,2,0,0.0,4,91.93848644273574
261.0522055847835,6,309.688385269122,6,16,275.93039255362226,12,266.5398624038851
170.76487252124636,4,190.8781869688385,10,14,275.1614730878186,6,344.19263456090727
238.56738162687176,6,301.699716713881,10,2,66.23876972885472,10,355.9287737757993
89.08943747470659,2,395.6940509915016,10,12,248.73168757588047,16,394.7794415216514
86.48320518008904,2,277.3937677053825,0,4,117.51679481991096,12,0.0
237.2076082557668,6,74.56090651558073,14,8,217.86159449615533,2,347.19546742209644
592.1570214488061,18,0.0,12,2,73.10238769728855,0,310.27114528530933
705.5443140428974,20,160.56657223796032,20,18,348.505058680696,4,283.69081343585594
479.8300283286116,14,0.0,20,4,135.45285309591253,0,242.0072845002025
176.7543504653986,4,440.5665722379604,12,14,264.6798866855527,18,441.6349656009712
415.01416430594884,10,126.5722379603399,6,20,284.98583569405093,4,241.529745042493
81.40024281667343,2,0.0,4,2,65.2998785916633,0,166.94455685957104
0.0,0,122.60623229461761,6,14,262.07365439093525,4,245.77903682719545
253.76770538243625,6,63.51274787535411,4,16,285.64305949008485,2,172.12464589235123
318.6078510724402,8,0.0,4,10,250.8700930797247,0,166.135167948199
666.3132335087012,18,63.22946175637392,0,14,314.87818696883886,2,0.0
588.7818696883852,16,0.0,8,14,316.40793201133147,0,270.36827195467424
323.5289356535815,8,173.03116147308765,2,8,214.23553217320926,6,95.94496155402666
400.7689194658033,10,367.4787535410765,14,12,275.538648320518,12,413.76770538243727
625.6900040469448,16,304.5892351274789,2,14,300.2606232294618,12,100.8822339133954
0.0,0,304.19263456090624,2,14,249.32577903682733,14,106.1027923917441
386.76649129906923,10,133.93767705382433,8,8,221.29340348037232,4,288.6604613516793
648.0938891137191,16,450.4249291784704,8,18,301.4471873735332,20,351.3071630918657
722.2177256171591,20,360.67988668555256,10,12,299.33468231485244,12,356.7381626871711
637.6123027114529,18,0.0,0,8,234.30837717523275,0,0.0
636.8838526912184,18,470.76487252124656,20,8,234.47025495750702,14,376.77053824362633
0.0,0,159.43342776203968,0,10,227.1145285309591,6,0.0
0.0,0,270.5382436260623,6,6,163.01254552812617,10,261.1978955888304
753.2982598138404,20,511.9546742209631,16,18,327.01578308377157,18,452.0922703358969
498.7940105220558,12,455.8640226628896,12,18,291.90449210845804,18,434.3504653986239
540.5665722379601,14,119.20679886685551,0,12,284.3286118980169,4,0.0
417.7660866046136,10,312.1246458923514,0,12,265.3403480372319,14,0.0
717.1995143666528,20,0.0,0,14,322.98016997167133,0,0.0
549.6317280453256,14,532.5779036827196,16,12,280.44354512343193,20,472.81262646701725
688.6038041278833,18,472.7478753541076,16,18,321.69809793605833,16,439.46580331849435
470.8215297450425,12,392.9745042492918,18,14,299.3541076487253,12,401.8130311614723
615.9773371104816,16,340.2832861189801,8,14,304.5099150141643,12,317.96033994334323
409.3484419263456,10,0.0,6,20,290.6515580736544,0,229.63172804532576
723.5127478753542,20,404.8725212464589,18,16,334.5949008498583,12,389.0651558073651
408.0534196681506,10,270.53824362606224,4,12,271.1679481991096,10,185.560501821125
488.012950222582,12,317.2804532577903,14,20,293.3225414811817,10,402.7195467422099
503.1728045325779,14,394.6742209631729,16,2,70.05908539053011,12,401.26264670174
420.51800890327803,10,458.923512747875,10,14,279.6373937677055,20,407.527316875759
461.5944961554029,12,292.1246458923514,20,14,304.73654390934826,8,335.4917037636585
443.72318899231095,12,190.87818696883858,6,2,69.0230675839741,6,240.80129502225827
565.6009712666938,16,127.1388101983003,2,2,70.64993929583166,4,91.73613921489279
529.9150141643058,14,430.59490084985816,4,0,0.0,20,201.34358559287747
610.797248077701,16,119.77337110481585,0,14,306.77620396600554,4,0.0
300.4127883447996,8,73.99433427762038,12,2,68.44840145690004,2,334.3099959530555
395.0222581950627,10,407.0254957507082,8,4,124.9955483609875,16,334.63375151760425
619.4010522055845,18,0.0,10,8,238.35532173209222,0,297.2480777013356
527.4220963172804,14,0.0,8,14,310.28895184135973,0,271.98704977741806
470.3358963982194,12,458.92351274787535,8,4,125.61068393363013,20,348.8789963577497
722.8409550789154,18,364.07932011331445,0,18,304.5795224605423,18,0.0
87.9077296641036,2,425.26912181303123,10,8,200.18454067179283,18,402.6709834075277
570.0040469445566,16,324.36260623229464,12,4,132.74949413193048,10,373.4034803723186
88.13435855928773,2,210.4249291784702,18,20,259.3282072035612,6,371.94658033184885
531.0481586402266,14,249.06515580736544,8,10,260.3399433427763,8,302.0963172804534
679.805746661271,20,413.3711048158642,18,6,192.02913800080935,12,379.95953055443175
474.6094698502628,12,132.80453257790361,8,16,307.5936867664912,4,290.27923917442337
619.2553622015379,18,547.6487252124648,18,0,0.0,18,431.6794819910966
556.0178065560501,16,327.1954674220964,12,0,0.0,10,370.97531363820286
740.3480372318897,20,63.229461756373894,0,18,332.8433832456497,2,0.0
559.3848644273571,16,79.37677053824362,16,8,236.1537838931607,2,323.5613112100367
506.5641440712262,12,310.14164305949015,0,18,286.0768919465803,14,0.0
638.2031566167543,20,309.1218130311614,20,0,0.0,8,305.1396195872111
435.07891541885874,12,466.7988668555241,20,0,0.0,14,380.81748280048623
589.1703763658437,16,550.198300283286,20,8,228.70740590853896,18,420.47753945770955
325.4067179279644,8,178.13031161473086,4,10,246.62080129502237,6,178.03318494536626
651.1614730878188,18,379.830028328612,2,2,69.8243626062323,16,103.22946175637398
0.0,0,61.52974504249289,4,18,257.81303116147296,2,174.95750708215297
676.0825576689601,20,125.43909348441923,0,2,72.19587211655202,4,0.0
617.5313638203157,16,67.76203966005667,6,20,314.0428976123029,2,231.93848644273567
166.29704573047343,4,332.86118980169977,18,10,242.12869283690821,10,394.89275596924324
484.61351679481993,12,264.92917847025495,14,20,296.1554026709834,8,388.8385269121813
170.0202347227843,4,229.80169971671384,6,10,237.47470659651984,8,254.03480372318924
230.02023472278418,6,156.60056657223794,20,4,127.32658842573852,4,297.85511938486525
657.4261432618371,18,144.13597733711046,12,16,331.81060299473876,4,342.56576284904895
164.32213678672602,4,166.23229461756367,0,2,64.9194658033185,6,0.0
168.27195467422098,4,519.6033994334277,20,8,207.72804532577902,18,444.7592067988668
0.0,0,304.5892351274789,6,10,225.90044516390134,12,268.360987454472
471.987049777418,12,169.63172804532576,0,10,253.33872925940904,6,0.0
596.6815054633752,16,258.1303116147309,10,12,292.2444354512345,8,340.9550789154189
704.3383245649534,18,385.269121813031,0,12,281.22055847834895,20,0.0
413.8000809388911,10,444.75920679886684,8,10,243.09995953055443,20,352.92594091460955
163.8365034399028,4,153.20113314447588,20,12,270.2452448401456,4,309.9959530554429
572.3350870093079,16,71.44475920679885,8,8,232.91622824767302,2,275.8721165520033
177.98462161068394,4,377.5637393767706,12,18,265.5346013759612,14,420.2670983407527
93.55726426547956,2,392.1246458923513,8,20,232.21367867260227,18,355.5159854309996
441.9749089437473,12,0.0,12,8,228.67503035208412,0,321.19789558882997
0.0,0,63.22946175637395,4,6,165.80493727235935,2,172.529340348037
530.028328611898,14,353.8810198300283,10,8,224.56333468231483,12,360.7851072440308
326.24848239579114,8,398.0736543909348,20,14,288.53257790368275,12,383.24564953460174
241.43261837312824,6,79.66005665722378,20,14,292.3286118980169,2,288.14245244840106
601.0845811412383,16,460.8498583569407,20,14,311.02549575070816,14,386.88789963577494
527.9886685552407,14,217.2237960339943,16,14,310.00566572237943,6,363.3832456495344
87.47065965196279,2,459.15014164305956,18,12,253.58802104411154,16,453.89720760825577
668.3528935653585,18,132.23796033994333,6,16,326.95426952650763,4,235.45932820720358
351.5014164305949,8,354.10764872521224,0,14,266.4362606232295,20,0.0
319.8381222177255,8,280.7932011331445,18,12,276.12140833670577,8,371.58235532173205
457.806556050182,12,216.3739376770538,16,12,287.09672197490886,6,365.00202347227855
329.421286928369,8,199.3767705382436,12,16,294.5787130716309,6,366.6046135167946
169.53460137596113,4,293.20113314447593,10,10,238.08174828004854,10,361.99919061108903
416.309186564144,10,232.0679886685553,6,18,291.32173209227045,8,252.82072035613112
446.24848239579114,12,345.3824362606232,8,0,0.0,12,315.53217320922704
241.14123836503452,6,128.27195467422098,6,6,173.4293808174828,4,239.70861999190612
497.7337110481585,14,0.0,16,8,233.7903682719546,0,310.9348441926346
485.0424929178474,14,0.0,12,2,71.35410764872522,0,315.1274787535411
385.55240793201114,10,204.4759206798867,12,8,221.7790368271954,6,359.3201133144471
0.0,0,77.67705382436262,18,2,65.55888304330222,2,323.50465398624027
461.49736948603794,12,171.33144475920682,0,6,178.6256576284905,6,0.0
475.1922298664507,12,419.26345609065174,4,4,124.80129502225827,20,202.96236341562113
582.4362606232295,16,266.28895184135985,0,2,69.59773371104818,10,0.0
172.02751922298665,4,258.13031161473083,14,16,279.94496155402703,8,397.33711048158716
85.93282072035609,2,389.57507082152955,20,12,258.2015378389318,12,393.3630109267501
528.1748280048563,16,82.4929178470255,18,0,0.0,2,292.54552812626423
419.87049777418054,10,468.2152974504246,18,20,280.1295022258201,16,446.61270740590743
490.05261027923905,12,288.9518413597733,8,18,298.4605422905705,10,314.8846620801295
304.4273573452042,8,81.07648725212464,20,8,223.78632132739773,2,278.0250910562529
395.4269526507487,10,281.9263456090652,18,14,297.2011331444759,8,369.76123027114534
390.0040469445569,10,63.79603399433429,2,8,219.99838122217724,2,91.57426143261837
248.91137191420478,6,71.44475920679889,12,16,292.11817078106014,2,345.2367462565761
321.52165115337937,8,448.95184135977314,20,10,249.04896802913782,14,399.0287333063537
593.7029542695266,16,583.5694050991501,20,8,227.57426143261833,20,440.30756778632156
0.0,0,264.8725212464591,6,14,256.1246458923513,10,263.62606232294615
341.27074059085385,8,399.4334277620395,4,10,236.7057871307162,20,205.79522460542293
262.31485228652366,6,409.97167138810215,8,14,267.9660056657225,18,349.85026305139627
610.4087414002429,16,216.3739376770538,16,20,318.4945366248483,6,365.0020234722785
0.0,0,133.9376770538243,10,2,64.4662080129502,4,332.2541481181705
595.7749898826387,16,371.61473087818695,6,6,182.29218939700525,14,263.3832456495347
166.68555240793208,4,115.24079320113312,0,6,168.985835694051,4,0.0
85.20437070012142,2,273.9943342776204,18,12,260.38688789963567,8,382.50910562525326
390.7324969647916,10,268.328611898017,14,10,254.6337515176043,8,384.5892351274789
377.70133549170396,10,446.9688385269119,18,2,68.22986645082958,14,412.3755564548767
323.7231889923109,8,0.0,2,12,273.20760825576684,0,90.4006475111291
571.1695669769323,16,204.47592067988666,10,6,186.90570619182515,6,328.00485633346807
0.0,0,371.1048158640227,4,14,244.79320113314446,20,209.8421691622825
233.22541481181713,6,276.2606232294618,16,2,67.12909753136378,8,382.48482395791183
317.89558883043304,8,72.57790368271955,12,12,277.5783083771751,2,340.3804127883448
86.66127074059087,2,413.59773371104814,6,2,62.66936462970456,20,288.51477134763246
85.35006070416834,2,207.1388101983004,0,4,118.64993929583167,8,0.0
181.12505058680694,4,382.4362606232297,4,14,257.0311614730879,20,208.22339133953867
395.9935248887089,10,419.26345609065197,4,0,0.0,20,202.9623634156211
433.3063537029542,10,413.59773371104814,6,18,276.0242816673413,20,288.5147713476326
0.0,0,535.4107648725211,20,10,227.31687575880215,20,474.7065965196276
627.1145285309592,16,458.9235127478755,8,12,280.8320518008901,20,348.8789963577497
82.25819506272762,2,141.86968838526911,14,6,170.61270740590848,4,365.3257790368265
684.9858356940508,20,583.5694050991502,18,2,71.75070821529745,20,447.70538243626066
475.87211655200326,12,0.0,10,20,303.43990287333065,0,309.3889113719143
605.0991501416431,16,393.76770538243636,0,2,68.18130311614729,20,0.0
515.070821529745,14,517.0538243626063,16,2,69.20922703358963,18,448.8547146904088
163.3832456495346,4,429.688385269122,12,0,0.0,16,421.23836503439907
555.2974504249291,14,492.9178470254958,12,12,278.0153783893159,20,440.17806556050175
364.26547956292995,10,0.0,16,4,131.14690408741401,0,314.17239983812203
632.9502225819507,18,459.15014164305967,12,2,70.83609874544716,16,405.45528126264685
771.1048158640227,20,481.58640226628916,10,18,319.00283286119003,20,399.4334277620396
734.8441926345608,20,419.2634560906516,2,6,183.77337110481582,20,107.19546742209631
164.80777013354916,4,379.546742209632,10,2,64.7980574666127,14,377.78227438284085
266.5884257385674,6,326.00566572237966,4,18,266.1173613921489,14,196.3253743423715
625.9490084985835,16,313.0311614730877,12,20,308.78186968838565,10,383.116147308781
758.9639821934438,20,270.53824362606247,2,18,324.46620801295046,10,98.49453662484821
157.39376770538243,4,136.77053824362608,10,0,0.0,4,327.19546742209627
0.0,0,364.07932011331445,16,10,230.9591258599756,12,430.40064751112914
572.594091460947,16,443.00283286118975,16,4,132.42573856738161,14,415.5078915418862
555.070821529745,14,517.0538243626064,18,16,306.8166734115744,18,453.53298259813835
161.47308781869683,4,223.17280453257789,20,8,214.526912181303,6,325.7790368271955
339.65196276811014,8,419.2634560906515,6,10,237.7175232699311,20,287.3006879805747
258.7697288547146,6,190.02832861189793,10,20,268.71711857547547,6,345.2043707001217
261.00364225010117,6,445.55240793201136,16,18,274.4945366248484,16,458.8911371914204
566.1756373937677,14,173.03116147308782,2,20,295.5888304330232,6,95.94496155402673
705.358154593282,18,349.80169971671387,4,18,313.3209227033591,14,191.46904087414003
590.8539053014973,16,136.2039660056657,8,12,294.4297855119384,4,285.42290570619184
0.0,0,350.4815864022665,14,12,249.31444759206806,12,427.9320113314447
486.5560501821125,12,357.16713881019825,2,10,247.2683124241198,16,105.25293403480376
708.2962363415622,20,458.41359773371113,8,4,133.17037636584374,18,334.4718737353301
508.9518413597734,14,230.9348441926345,2,0,0.0,8,95.90449210845811
674.1400242816673,20,0.0,4,6,192.87899635774988,0,160.46944556859572
545.8923512747874,14,203.6260623229461,12,18,315.06920275192226,6,360.53419668150525
246.3860785107244,6,392.12464589235157,4,0,0.0,18,200.61513557264266
666.1675435046541,18,201.92634560906512,10,16,327.9255362201537,6,331.040064751113
750.2225819506268,20,543.9093484419265,16,16,323.91096721974907,20,466.33751517604236
164.38688789963575,4,134.50424929178473,10,8,211.61311210036422,4,331.24241197895583
453.2416025900443,12,446.96883852691207,18,6,180.6895993524888,14,412.3755564548766
687.1469040874142,18,119.77337110481582,0,18,322.42654795629323,4,0.0
421.65115337919866,10,292.6912181303119,2,16,286.67907729664114,12,102.2986645082962
176.98097936058275,4,362.37960339943334,16,20,257.547551598543,12,432.01942533387296
170.63537029542698,4,399.43342776203974,4,2,63.341157426143255,20,205.7952246054229
384.5811412383649,10,77.11048158640226,16,12,285.2513152569809,2,336.5115337919866
450.0364225010117,12,0.0,14,12,290.9817887494941,0,327.6487252124638
433.62201537838934,12,203.62606232294615,10,0,0.0,6,329.0165924726831
314.1400242816675,8,69.17847025495752,8,8,218.92998785916632,2,282.34722784297855
474.99797652772145,12,140.16997167138805,12,18,309.7515176042087,4,351.0643464184541
409.18656414407116,10,341.9830028328612,10,14,287.56940509915034,12,367.8672602185351
183.61796843383246,4,397.22379603399463,8,20,240.95507891541914,18,353.8972076082556
170.18211250505863,4,114.10764872521247,0,10,237.2723593686766,4,0.0
658.1141238365034,20,226.57223796033992,16,4,138.18858761634962,6,345.576689599352
297.88749494131946,8,0.0,8,0,0.0,0,271.17766086604615
84.00647511129095,2,453.31444759206795,12,0,0.0,18,435.5645487656827
635.5726426547956,18,255.8640226628895,8,6,188.0712262242007,8,297.23998381222174
516.657223796034,14,301.69971671388106,8,4,130.1918251719952,10,307.60016187778206
702.4443545123431,18,515.5807365439096,14,18,314.7778227438285,20,462.2096317280455
668.2072035613111,18,301.1898016997166,0,8,227.5095103197086,12,0.0
245.1719951436665,6,131.1048158640226,8,10,245.6900040469444,4,292.70740590853916
632.221772561716,18,577.9036827195465,18,2,70.87656819101576,20,451.34763253743427
567.1549979765276,16,149.23512747875355,14,8,234.21125050586798,4,346.91218130311563
381.34358559287733,10,241.1331444759207,6,2,67.86564144071228,8,247.9643868878996
407.7296641036019,10,211.27478753541072,16,20,292.27033589639836,6,374.71469040874155
379.8057466612707,10,577.9036827195467,20,0,0.0,20,444.3545123431811
91.01578308377174,2,308.1586402266289,2,14,255.444759206799,14,105.69809793605826
570.254957507082,14,355.75070821529727,6,18,299.4075273168757,14,268.23957911776597
687.8753541076488,18,297.45042492917855,8,18,322.0623229461754,10,310.0283286118983
537.1104815864023,16,0.0,14,2,72.43059490084981,0,314.9008498583569
309.67219749089423,8,141.30311614730877,12,6,177.87292594091457,4,348.6361796843383
81.96681505463374,2,64.36260623229467,4,2,65.01659247268306,2,170.9105625252933
699.5305544314045,18,425.15580736543916,10,18,316.2347227842977,16,381.6268717118576
623.7717523269931,18,223.17280453257789,16,8,237.38405503844592,6,352.05180089032694
242.50101173613925,6,299.49008498583567,2,0,0.0,12,101.4892755969244
579.846216106839,16,74.8441926345609,12,12,298.55766895993514,2,330.6677458518816
546.4589235127479,14,67.47875354107651,6,18,314.70497774180507,2,232.54552812626463
167.2359368676649,4,337.90368271954685,4,2,64.19101578308377,14,193.89720760825577
485.87616349656014,12,212.80453257790373,0,14,290.57223796034,8,0.0
248.8142452448401,6,417.22379603399435,16,10,242.65479562930005,14,436.55200323755594
0.0,0,302.2096317280453,2,16,249.44718737353293,14,106.3051396195872
90.90246863617968,2,420.6232294617564,14,18,256.93889113719166,16,457.1104815864022
645.4795629299878,18,332.86118980169977,14,10,270.7001214083367,10,387.1388101983004
376.97288547146906,10,242.26628895184143,6,0,0.0,8,247.35734520437072
481.89397005261026,12,364.0793201133145,0,6,173.52650748684744,18,0.0
172.38365034399024,4,178.98016997167133,6,14,272.32861189801685,6,249.29987859166346
549.2917847025495,14,363.9660056657224,2,8,219.0594900849859,16,104.64589235127478
176.07446377984627,4,491.55807365439114,18,16,271.85107244030723,18,471.74423310400647
462.56576284904907,12,365.66572237960344,6,4,126.9057061918252,14,265.20437070012144
259.3039255362201,6,116.94050991501422,2,18,277.0441116956696,4,95.37838931606635
585.673816268717,16,512.7478753541075,12,2,69.39538648320521,20,431.6794819910965
640.0890327802507,18,232.52124645892349,20,14,325.0764872521245,6,303.52084176446823
86.2565762849049,2,433.4277620396602,8,2,62.871711857547574,20,356.1634965600969
94.1238365034399,2,407.9320113314447,8,20,229.38081748280055,20,363.44799676244435
0.0,0,339.8866855524079,6,6,161.31282881424517,14,273.0959125859978
661.7968433832458,18,348.4419263456092,18,16,329.8680696074463,10,374.86038041278783
160.69607446377984,4,72.29461756373938,12,6,173.47794415216512,2,341.5944961554027
334.7956292998785,8,203.6260623229461,14,20,281.50546337515163,6,380.6232294617563
86.49939295831649,2,124.30594900849873,6,12,256.5018211250505,4,243.9579117766085
336.9971671388103,8,393.42776203966,8,12,263.2521246458922,16,339.4900849858358
0.0,0,62.37960339943342,4,12,251.74261432618374,2,173.74342371509513
0.0,0,133.371104815864,10,4,120.05827600161875,4,333.265884257386
177.7903682719546,4,58.4135977337111,0,20,255.5240793201132,2,0.0
698.097936058276,20,271.728045325779,12,10,275.47551598543106,8,360.2913800080937
236.9162282476729,6,413.2577903682719,14,0,0.0,14,424.8158640226626
689.477944152165,18,218.47025495750717,0,16,317.56535815459347,8,0.0
303.9093484419262,8,73.71104815864022,12,4,128.0226628895184,2,335.5240793201128
645.4795629299875,18,0.0,0,10,270.70012140833666,0,0.0
453.8243626062324,12,178.13031161473089,2,4,128.36260623229464,6,94.73087818696882
370.0121408336707,10,356.9405099150141,20,2,68.99878591663294,10,347.22784297855077
0.0,0,152.63456090651556,20,6,169.8114123836503,4,312.0194253338717
441.87778227438287,12,550.198300283286,20,0,0.0,18,420.47753945770955
396.64103601780647,10,492.9178470254957,12,4,124.67179279643868,20,440.1780655605026
633.5896398219344,16,419.26345609065163,4,12,278.4038850667748,20,202.96236341562135
162.25010117361387,4,0.0,14,10,247.18737353298252,0,337.56373937677125
252.35936867664913,6,370.8781869688387,16,14,279.5807365439093,12,423.9255362201544
235.11938486442727,6,349.8583569405099,20,4,125.62687171185758,10,357.34520437069943
574.1076487252124,14,260.6232294617564,2,20,289.9231080534197,10,99.9109672197491
606.5236746256576,16,381.52974504249283,8,10,260.461351679482,14,324.2735734520437
712.1813031161475,20,292.1246458923514,18,16,339.127478753541,8,353.3711048158642
657.8632132739781,18,358.98016997167133,10,10,267.2602185350063,12,357.7498988263866
249.00849858356946,6,443.00283286118975,20,12,266.9915014164304,14,405.09915014164267
0.0,0,0.0,16,4,122.40550384459733,0,330.3601780655604
0.0,0,366.23229461756375,6,6,160.46297045730472,16,279.0449210845813
93.89720760825575,2,341.13314447592074,2,18,243.4625657628493,18,110.06879805746662
0.0,0,507.0821529745042,16,2,62.80696074463778,20,487.3816268717122
89.31606636989072,2,209.4050991501417,2,14,261.3937677053825,8,99.74908943747471
323.9821934439499,8,0.0,6,14,290.51558073654394,0,229.02468636179685
628.5390530149735,16,427.13881019830035,16,20,307.1630918656412,14,428.4581141238369
80.0404694455686,2,139.60339943342774,12,0,0.0,4,352.27842978551206
635.6616754350466,16,566.57223796034,20,20,302.7114528530957,20,452.4484014569001
380.5341966815056,10,488.61189801699663,18,2,67.94658033184945,16,430.2225819506276
543.8526912181304,14,429.121813031161,16,14,302.0736543909348,14,426.8393363010932
422.1367867260219,10,310.1416430594901,0,14,278.50424929178473,14,0.0
87.58397409955484,2,341.8696883852691,6,8,200.83205180089033,14,272.48887090246876
251.9222986645083,6,468.21529745042466,18,12,264.0777013354916,16,446.6127074059087
251.09672197490886,6,203.6260623229461,14,16,289.2043707001213,6,380.6232294617558
370.9024686361796,10,266.06232294617564,12,0,0.0,8,366.36179684338333
734.6823148522863,20,330.02832861189813,14,18,335.39295831647104,10,389.97167138810175
339.97571833265886,8,332.2379603399434,0,10,237.51517604208814,16,0.0
169.56697693241603,4,436.48725212464586,14,8,206.43302306758392,16,447.19546742209707
499.9999999999997,14,159.99999999999997,20,8,233.14285714285703,4,285.7142857142868
639.0125455281265,20,153.7677053824363,14,0,0.0,4,335.5807365439091
487.1388101983002,12,361.52974504249283,0,8,213.62039660056666,18,0.0
0.0,0,333.48441926345606,10,4,117.7919870497774,12,372.9259409146099
681.756373937677,18,355.75070821529755,4,12,288.7478753541078,14,190.25495750708214
0.0,0,155.18413597733718,0,20,232.3755564548766,6,0.0
259.59530554431404,6,161.98300283286125,0,16,277.87292594091457,6,0.0
83.8769728854715,2,126.0056657223796,6,6,168.1845406717928,4,242.13678672602185
421.1655200323754,10,266.2889518413598,4,18,286.9510319708621,10,186.77458518818293
376.5681910157831,10,365.77903682719545,12,0,0.0,12,390.1578308377176
0.0,0,374.2776203966006,4,2,61.87616349656011,18,203.44799676244432
89.8502630513962,2,230.9348441926346,8,18,261.673816268717,8,315.0465398624038
327.608255766896,8,60.67988668555242,0,12,270.2938081748281,2,0.0
706.3537029542692,20,0.0,14,18,348.14083367057833,0,320.56657223796003
329.16228247672996,8,188.32861189801696,8,14,285.98300283286096,6,300.6394172399838
518.6078510724402,12,346.232294617564,0,20,267.8267907729669,18,0.0
233.51679481991093,6,0.0,0,0,0.0,0,0.0
309.0246863617969,8,71.44475920679885,10,6,178.11574261432617,2,316.2687171185756
86.95265074868473,2,287.59206798866865,2,6,163.5710238769729,12,102.90570619182519
588.271954674221,14,422.09631728045326,6,20,279.8057466612712,20,286.6936462970457
418.17078106029953,10,441.92634560906527,8,12,265.0975313638203,20,353.73532982598164
